job,marital,education,default,housing,loan,deposit
admin.,single,tertiary,no,no,no,no
student,single,tertiary,no,yes,no,no
technician,single,secondary,no,yes,no,no
management,married,tertiary,no,yes,no,no
technician,single,secondary,no,yes,no,no
management,married,unknown,no,no,no,no
technician,married,secondary,no,yes,no,no
blue-collar,single,secondary,no,no,no,no
blue-collar,single,primary,no,yes,no,no
management,single,tertiary,no,yes,no,no
admin.,single,secondary,no,yes,no,no
student,single,primary,no,no,no,no
services,married,secondary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
technician,single,tertiary,no,no,no,no
management,married,primary,yes,no,yes,no
management,divorced,tertiary,no,no,no,no
technician,divorced,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
technician,married,secondary,no,yes,no,no
entrepreneur,married,secondary,no,yes,yes,no
services,married,secondary,no,yes,yes,no
management,single,tertiary,no,yes,no,no
admin.,married,unknown,no,no,no,no
management,single,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
technician,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,no,no,no
technician,single,secondary,no,yes,no,no
services,single,secondary,no,no,no,no
admin.,married,secondary,no,yes,no,no
admin.,married,secondary,no,no,no,no
management,married,tertiary,no,yes,no,no
services,married,secondary,no,yes,no,no
technician,divorced,secondary,no,no,yes,no
services,single,secondary,no,yes,no,no
technician,divorced,secondary,no,yes,no,no
unemployed,single,unknown,no,no,no,no
technician,single,secondary,no,no,no,no
blue-collar,single,primary,no,yes,yes,no
management,single,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
technician,single,secondary,no,no,yes,no
retired,married,secondary,no,no,yes,no
admin.,married,secondary,no,yes,no,no
services,single,secondary,no,no,no,no
technician,single,secondary,no,yes,no,no
admin.,single,tertiary,no,yes,no,no
retired,divorced,unknown,no,yes,no,no
services,married,secondary,no,yes,no,no
admin.,married,secondary,no,yes,no,no
housemaid,married,secondary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
blue-collar,single,primary,no,yes,no,no
management,single,tertiary,no,yes,no,no
admin.,married,secondary,no,no,no,no
blue-collar,married,secondary,no,yes,no,no
unknown,married,primary,no,yes,no,no
management,married,tertiary,no,no,no,no
admin.,single,secondary,no,no,yes,no
blue-collar,married,primary,no,yes,no,no
management,married,tertiary,no,yes,no,no
blue-collar,divorced,secondary,yes,no,no,no
self-employed,married,secondary,no,no,no,no
management,married,tertiary,no,yes,no,no
admin.,married,secondary,no,yes,no,no
management,single,tertiary,no,yes,no,no
technician,single,secondary,no,yes,no,no
admin.,married,secondary,no,yes,yes,no
blue-collar,married,primary,no,yes,no,no
technician,married,secondary,no,no,no,no
management,single,tertiary,no,yes,no,no
management,married,tertiary,no,no,yes,no
blue-collar,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
management,single,tertiary,no,no,no,no
admin.,married,secondary,no,yes,no,no
entrepreneur,married,primary,no,yes,yes,no
management,married,secondary,no,no,no,no
self-employed,married,unknown,no,yes,no,no
entrepreneur,married,secondary,no,yes,no,no
technician,single,tertiary,no,no,no,no
student,single,unknown,no,no,no,no
retired,married,primary,no,no,no,no
management,married,unknown,no,no,no,no
management,single,unknown,no,yes,no,no
technician,single,tertiary,no,yes,no,no
technician,married,tertiary,no,yes,no,no
management,married,tertiary,no,yes,no,no
student,single,unknown,no,no,no,no
blue-collar,married,primary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
services,single,secondary,no,yes,no,no
technician,married,secondary,no,yes,no,no
management,married,secondary,no,no,no,no
technician,divorced,secondary,no,no,no,no
services,married,secondary,no,yes,yes,no
management,married,tertiary,no,no,no,no
entrepreneur,married,tertiary,no,yes,yes,no
entrepreneur,single,tertiary,no,no,no,no
retired,married,secondary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
technician,married,tertiary,no,yes,yes,no
student,married,secondary,no,yes,no,no
retired,married,primary,yes,no,no,no
management,divorced,tertiary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
services,married,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
management,married,tertiary,no,yes,no,no
management,married,tertiary,no,no,no,no
services,single,secondary,no,no,no,no
technician,single,secondary,no,yes,no,no
management,married,tertiary,no,no,yes,no
technician,divorced,secondary,no,no,no,no
blue-collar,married,primary,no,no,yes,no
blue-collar,married,primary,no,no,yes,no
services,married,primary,no,yes,yes,no
entrepreneur,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
retired,married,secondary,no,no,no,no
services,single,secondary,no,no,no,no
admin.,single,secondary,no,yes,no,no
self-employed,single,secondary,no,no,no,no
admin.,divorced,unknown,no,no,no,no
self-employed,married,primary,no,no,no,no
admin.,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
technician,single,secondary,no,yes,no,no
admin.,married,secondary,no,no,no,no
services,single,secondary,no,yes,no,no
blue-collar,married,secondary,yes,yes,no,no
technician,married,tertiary,no,yes,no,no
services,divorced,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
technician,single,secondary,no,no,yes,no
technician,married,tertiary,no,yes,no,no
management,single,tertiary,no,no,no,no
admin.,married,secondary,no,yes,yes,no
entrepreneur,divorced,secondary,no,yes,no,no
technician,married,secondary,no,no,no,no
services,married,secondary,no,no,no,no
admin.,single,unknown,no,no,no,no
technician,married,secondary,no,no,no,no
services,divorced,secondary,no,no,yes,no
services,married,secondary,no,yes,no,no
blue-collar,married,primary,no,no,no,no
admin.,married,primary,no,no,no,no
admin.,married,secondary,no,no,no,no
blue-collar,married,secondary,no,yes,no,no
management,divorced,tertiary,no,no,no,no
housemaid,married,primary,yes,yes,yes,no
admin.,single,secondary,no,yes,no,no
admin.,married,secondary,no,yes,yes,no
management,married,unknown,no,yes,no,no
technician,single,tertiary,no,no,no,no
blue-collar,married,secondary,no,yes,no,no
management,married,tertiary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
management,married,tertiary,no,yes,no,no
management,divorced,tertiary,no,no,no,no
blue-collar,married,primary,no,yes,yes,no
blue-collar,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,yes,no
self-employed,married,tertiary,no,no,no,no
management,single,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,yes,no
retired,married,secondary,no,no,no,no
technician,divorced,secondary,no,yes,no,no
blue-collar,married,secondary,no,no,no,no
services,married,primary,no,no,no,no
management,married,secondary,no,yes,no,no
services,married,secondary,no,yes,no,no
admin.,married,unknown,no,no,no,no
management,married,unknown,no,yes,no,no
services,married,primary,no,yes,no,no
management,married,tertiary,no,yes,yes,no
admin.,married,secondary,no,no,yes,no
admin.,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
services,married,secondary,no,yes,no,no
blue-collar,divorced,primary,no,no,no,no
technician,single,tertiary,no,no,no,no
blue-collar,married,secondary,no,no,no,no
entrepreneur,married,secondary,no,no,yes,no
blue-collar,married,primary,no,no,no,no
admin.,married,tertiary,no,yes,no,no
admin.,married,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
management,married,unknown,no,no,no,no
management,married,tertiary,no,no,no,no
admin.,divorced,secondary,no,yes,no,no
technician,divorced,secondary,no,no,yes,no
technician,single,secondary,no,yes,no,no
management,married,primary,no,no,yes,no
services,married,unknown,no,yes,no,no
retired,married,unknown,no,no,yes,no
technician,single,tertiary,no,no,no,no
student,single,secondary,no,no,no,no
blue-collar,single,primary,no,no,no,no
management,single,unknown,no,no,no,no
blue-collar,married,secondary,no,yes,no,no
student,single,tertiary,no,no,no,no
services,married,secondary,no,no,no,no
services,single,unknown,no,no,no,no
admin.,married,secondary,no,no,no,no
management,married,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,yes,no
housemaid,single,primary,no,no,no,no
management,married,tertiary,no,no,no,no
blue-collar,single,secondary,no,yes,no,no
technician,married,secondary,no,yes,no,no
technician,single,tertiary,no,no,yes,no
blue-collar,married,secondary,no,no,no,no
blue-collar,married,secondary,no,yes,no,no
technician,divorced,secondary,no,no,no,no
admin.,married,secondary,no,yes,no,no
technician,divorced,secondary,no,yes,no,no
admin.,single,secondary,no,yes,no,no
management,single,tertiary,no,no,no,no
admin.,single,secondary,no,no,no,no
admin.,single,secondary,no,no,no,no
admin.,married,primary,no,yes,no,no
admin.,married,tertiary,no,no,yes,no
entrepreneur,married,tertiary,no,yes,no,no
retired,married,primary,no,no,no,no
management,married,tertiary,no,no,no,no
blue-collar,married,secondary,no,yes,yes,no
blue-collar,single,secondary,no,yes,no,no
student,single,secondary,no,yes,no,no
blue-collar,married,secondary,no,no,yes,no
admin.,married,secondary,no,yes,yes,no
technician,married,tertiary,no,yes,no,no
self-employed,married,secondary,no,no,no,no
management,married,tertiary,no,yes,no,no
blue-collar,married,unknown,no,yes,no,no
entrepreneur,married,secondary,no,yes,no,no
management,single,tertiary,no,no,no,no
blue-collar,married,primary,no,yes,yes,no
blue-collar,married,secondary,no,yes,no,no
technician,married,secondary,no,yes,no,no
blue-collar,single,secondary,no,yes,no,no
technician,married,tertiary,no,no,no,no
blue-collar,married,secondary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
management,single,tertiary,no,no,no,no
admin.,married,secondary,no,no,no,no
unemployed,divorced,secondary,no,no,no,no
management,married,tertiary,no,yes,yes,no
technician,single,secondary,no,no,no,no
housemaid,single,secondary,no,no,no,no
housemaid,married,primary,no,yes,no,no
blue-collar,single,secondary,no,yes,no,no
management,single,tertiary,no,yes,no,no
management,single,tertiary,no,yes,no,no
entrepreneur,married,primary,no,yes,no,no
management,single,tertiary,no,no,no,no
technician,married,secondary,no,yes,no,no
technician,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
technician,single,unknown,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
admin.,single,secondary,no,yes,no,no
services,married,tertiary,no,yes,no,no
blue-collar,single,secondary,no,yes,no,no
retired,divorced,secondary,no,no,no,no
services,divorced,primary,no,yes,yes,no
self-employed,married,tertiary,no,yes,no,no
management,married,tertiary,no,no,no,no
services,single,secondary,no,yes,no,no
technician,single,tertiary,no,yes,no,no
services,married,secondary,no,no,no,no
technician,single,secondary,no,no,no,no
admin.,single,unknown,no,yes,no,no
entrepreneur,married,primary,no,yes,yes,no
management,married,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,yes,no
unemployed,married,secondary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
management,single,tertiary,no,no,no,no
services,single,secondary,no,no,no,no
technician,single,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,yes,no
services,divorced,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
management,divorced,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
self-employed,married,secondary,no,no,no,no
blue-collar,married,secondary,no,no,no,no
blue-collar,married,secondary,no,yes,yes,no
management,single,tertiary,no,no,no,no
self-employed,single,secondary,no,yes,no,no
management,married,tertiary,no,no,yes,no
student,single,tertiary,no,yes,no,no
technician,single,tertiary,no,yes,no,no
technician,married,tertiary,no,no,no,no
management,single,secondary,no,no,no,no
technician,married,secondary,no,no,yes,no
technician,married,secondary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
admin.,single,secondary,no,yes,no,no
technician,married,secondary,no,yes,no,no
entrepreneur,single,secondary,no,yes,no,no
unemployed,single,secondary,no,yes,no,no
management,married,secondary,no,no,no,no
blue-collar,married,primary,no,yes,yes,no
technician,single,tertiary,no,no,no,no
management,divorced,tertiary,no,no,no,no
blue-collar,married,secondary,no,yes,no,no
admin.,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
admin.,single,primary,no,yes,no,no
admin.,divorced,secondary,no,yes,yes,no
blue-collar,married,primary,no,yes,no,no
services,divorced,unknown,no,yes,no,no
services,single,secondary,no,yes,yes,no
admin.,married,secondary,no,yes,no,no
unemployed,single,secondary,no,yes,no,no
services,married,secondary,no,yes,yes,no
management,married,tertiary,no,yes,no,no
self-employed,divorced,tertiary,no,no,yes,no
management,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
entrepreneur,married,secondary,no,no,no,no
unemployed,married,secondary,no,no,no,no
management,single,tertiary,no,yes,no,no
retired,married,secondary,no,yes,no,no
admin.,divorced,secondary,no,yes,yes,no
services,married,secondary,no,no,yes,no
management,married,tertiary,no,no,no,no
technician,married,secondary,no,yes,no,no
management,married,tertiary,no,yes,no,no
management,married,tertiary,no,no,no,no
technician,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
technician,single,secondary,no,yes,no,no
technician,married,secondary,no,no,no,no
blue-collar,divorced,secondary,no,yes,no,no
retired,single,primary,no,no,no,no
technician,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
admin.,single,unknown,no,yes,no,no
admin.,married,secondary,no,no,yes,no
technician,married,secondary,no,no,no,no
admin.,married,secondary,no,no,no,no
admin.,married,secondary,no,yes,no,no
technician,married,secondary,no,yes,no,no
services,single,secondary,no,no,no,no
technician,married,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
self-employed,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
technician,single,tertiary,no,no,no,no
technician,single,secondary,no,no,no,no
blue-collar,single,primary,no,no,no,no
blue-collar,married,secondary,no,yes,no,no
technician,single,tertiary,no,no,no,no
admin.,married,secondary,no,yes,yes,no
technician,married,tertiary,no,yes,no,no
technician,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
technician,married,secondary,no,yes,no,no
services,married,primary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
housemaid,married,tertiary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
technician,married,secondary,no,yes,no,no
